conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
229114,"Customer message 1: So it looks like @115830 doesn’t tape up both sides of #Prime orders anymore. It’s just open, time to check if stuff is missing or broken. https://t.co/rpitoOl39C

Customer message 2: @AmazonHelp Thanks will be checking them all, and the blu rays as well",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
215978,"Customer message 1: @AmazonHelp  I jus received a msg for refund success of INR.499/-  however it has not reflected in my bank account. Dis should have been done in October itself. Bloody cheap service as usual by @AmazonHelp

Customer message 2: @AmazonHelp Wat apologies?? Ur seriously mood spoiler. Im happy to uninstall Ur app. N I Tel al ma frenz as well to uninstall it.

Customer message 3: @AmazonHelp As told many times before, I wnt share any details. U contact me anyhow n try to resolve my complaint. Else im happy to always tag n insult u. Coz im really disappointed by ur services

Customer message 4: @AmazonHelp Better dnt appreciate my understanding. Coz I've understood ur policies veery well. U charge first n den for refund u make customers run from pillar to pillar

Customer message 5: @AmazonHelp Send me the link to share details. N trust me, if no results within 72hrs, I will screw @AmazonHelp  officially n royally.",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
318224,"Customer message 1: @115850 Order #

408-8100969-6897126

Can u help me tracking this. Ppl locally not responding

Customer message 2: @AmazonHelp No,it was arriving early..got a Cal frm ur courier

Customer message 3: @AmazonHelp Thanks amazon",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2791915,"Customer message 1: @115830 hi amazon, my 8 month old son loves using your fire stick remote as a teething toy. It’s his fave. He accidentally bought a movie tonight while chewing, any chance I can get this refunded? I’m not a fan of Planet of the Apes :/#helpamumout https://t.co/FEfH0tjOmt

Customer message 2: @AmazonHelp Unfortunately that option doesn’t come up as I only realised what he’d done once the movie started playing 😔 so there’s no option for me to cancel as it had already begun streaming

Customer message 3: @AmazonHelp All sorted!! Thanks Amazon 😊👍🏼",I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2761306,"Customer message 1: 2-day pickup but I get it in 6 days... ok @115821 https://t.co/oR2HHWRQcv

Customer message 2: @AmazonHelp Thanks. That’s very misleading and prime is the better option anyways",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
180607,"Customer message 1: @115851 @115850 Dear Sir, your company is cheating me and and  cust service agent agent are lying with your manager not making.....

Customer message 2: @115851 @115850 @115851 can I expect your organization not to cheat me as customer...????

Customer message 3: @115851 @115850 Hi Team ,  As sugessted I have gone ahead and raised the dispute and its filled with you by my bank.. Request u to please call &amp; update....

Customer message 4: @AmazonHelp I have not received any update.. Please update on the email which is already provided to yoy

Customer message 5: @AmazonHelp I can't see an option to reply... Why can't you go ahead and ask the concerned team to reply... @115851

Customer message 6: @AmazonHelp I am seeing the option and I won't be able to do that.. @115851 is this the cst service which u promise to ur customer??

Customer message 7: @AmazonHelp #patheticCustomerServiceAmazon

Customer message 8: @AmazonHelp I have already filled the details.. Don't try to be ignorant.... This is just pathetic... @115851 Sir pls look at the audacity of ur team

Customer message 9: @AmazonHelp I don't thnk so I need to share again.. u and ur bosses don't understand cust servce.. I ll file a legal suit under IT Act 4 fraud done 2 me

Customer message 10: @AmazonHelp Lemme now send an email to __email__. I think he may be able to get the details &amp; help. If I've to send agn then lemme do the rite way",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2319437,"Customer message 1: @115850 https://t.co/CT3hII7gmR

Customer message 2: @AmazonHelp Why are you waiting for my mail, just go to feedback section filter it for surendranagar (363002) you may find my feedbacks for number of times.
We are not free to communicate you each and everything, every now and then.
Please solve the problem as soon as possible

Customer message 3: @AmazonHelp Already replied 2 days back, no action has been taken yet

Customer message 4: @AmazonHelp 😀😀 i use to check it daily, nothing is been done yet as said.
They said my courier will be rolled back in 24 hrs, i didn't got my new orders even😀😀

Customer message 5: @AmazonHelp Order number 3128 is going to arrive today, let's see you people have enough potential to make this delivery a successful one or not😊👍

Customer message 6: @AmazonHelp Ya sure

Customer message 7: @AmazonHelp Today finally I got the delivery, and I also found a way to get it.
Guys whenever you want a cash on delivery just do one thing post here your last 4 digits of order id and it will be delivered.
And ya my other couriers are on way make sure next time this problem is not repeated.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2019828,"Customer message 1: @115821 I wrote an honest feedback about a damaged product I received. Amazon deleted it. I asked why and no response for 5 days

Customer message 2: @AmazonHelp @115821 have you read the review comments? Tell which part doesn’t meet guidelines ?

Customer message 3: @AmazonHelp No such mail. I wrote with concern but no response

Customer message 4: @AmazonHelp Sorry. Giving it up now, can’t follow up further. Seems you don’t understand",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2891803,"Customer message 1: Hi @115821 why doesn’t my @116090 prime account work for the US?

Customer message 2: @AmazonHelp @657053 Ending with a preposition?

Customer message 3: @117615 @AmazonHelp Wait a minute",I7,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1049392,"Customer message 1: @115850  cont'd from earlier  tweet https://t.co/r1mEaiUBX7

Customer message 2: @115850 @AmazonHelp  multiple  times  contacted getting usual reply technical  error.",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
319341,"Customer message 1: @115850 refund not occured for my wrong product delivery after five days what happened to my money .9425815901

Customer message 2: @AmazonHelp without contacting me return request cancelled so pls hel[p ,me

Customer message 3: @AmazonHelp Reply received from Ur call center it matter b/w seller &amp;u we can't do anything u still wait for seller reply from last week

Customer message 4: @AmazonHelp Still no progress

Customer message 5: @AmazonHelp Yes I have file all detail and Ur representative told it's matter b/w seller &amp; buyer we can't do anything for refund",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
248620,"Customer message 1: @115850
DearTeam why not Return pickup my product
What happened
I want to Return bad product
Why not picking Product ID-
4__credit_card__

Customer message 2: @AmazonHelp What I do ??? Whatwere .
.
Why u nit pickup Return telle
It's ur team sharmless ....
Do u understand
Don't give me what I do ???
Fake Amazon

Customer message 3: @AmazonHelp 9821215658

Call.back me

Customer message 4: @AmazonHelp I'm already updated my details 
Kindly find you and revert me

Customer message 5: @AmazonHelp Get Loss Amazon last 3 day u can't call back me.
Last 10 day ur not provide refund my amount
I want my money 
Sach a poor service
I want Nw

Customer message 6: @AmazonHelp Last 1 month why not refund my product
Can tell me what happened ur service
I want defolt product return and money back .

Customer message 7: @115850 If ur not given me refund amount I'm filling consumer court case ur company...
Ready to meet me in Consumer court.
I want nw

Customer message 8: @AmazonHelp I'm already communication with call center person
Why can't u got my details.
Let's 
I'm filling consumer court case.
Send u notice shortly.",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
320868,"Customer message 1: @AmazonHelp Hi Team,

Can I have some update on this

Customer message 2: @AmazonHelp It's been very long waiting for this,...worst service..no one takes responsibility for this..never expected from Amazon..

Customer message 3: @AmazonHelp I did received email but there's no timeline provided..as you are aware it's been long and till now there is no resolution

Customer message 4: @AmazonHelp Today is last day for return of this product..am not sure if go ahead with return now",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
